Destination,Origin,Flow
ACA,ORD,2072
ACA,ORF,1171
ACA,ORY,220
ACA,PAZ,105
ACA,PBC,655
ACA,PEK,3773
ACA,PHL,380
ACA,PHX,9176
ACA,PIT,1632
ACA,POP,340
ACA,PRG,466
ACA,PTY,2239
ACA,PVD,497
ACA,PVG,2331
ACA,PVR,1010
ACA,QRO,102
ACA,RDU,1305
ACA,REX,116
ACA,RIX,126
ACA,SAN,1492
ACA,SAT,805
ACA,SCL,3071
ACA,SDF,1006
ACA,SDQ,751
ACA,SEA,1003
ACA,SFO,1664
ACA,SHV,166
ACA,SIN,1419
ACA,SJC,794
ACA,SJO,3379
ACA,SJU,2491
ACA,SKG,117
ACA,SLC,955
ACA,SLP,528
ACA,SMF,917
ACA,SOF,108
ACA,STL,1124
ACA,SVO,285
ACA,TAM,436
ACA,TAP,133
ACA,TAS,158
ACA,TGU,179
ACA,TGZ,681
ACA,TIJ,28165
ACA,TIP,106
ACA,TLC,2925
ACA,TLV,1587
ACA,TPA,1180
ACA,TPE,645
ACA,TRC,353
ACA,TXL,384
ACA,TYS,708
ACA,UPN,259
ACA,VCE,757
ACA,VER,299
ACA,VIE,470
ACA,VNO,137
ACA,VSA,805
ACA,WAW,429
ACA,YEG,1351
ACA,YHZ,807
ACA,YOW,1053
ACA,YQB,935
ACA,YTZ,314
ACA,YUL,1212
ACA,YVR,302
ACA,YWG,652
ACA,YXE,249
ACA,YYC,3159
ACA,YYZ,11180
ACA,ZCL,171
ACA,ZRH,492
ACC,ABJ,45868
ACC,ABV,21372
ACC,ACA,774
ACC,ACE,507
ACC,ADA,442
ACC,ADB,468
ACC,ADD,36060
ACC,ADE,1228
ACC,AGA,1114
ACC,AGP,394
ACC,AKR,217
ACC,ALA,1317
ACC,ALC,191
ACC,ALG,1560
ACC,ALP,1289
ACC,ALY,726
ACC,AMD,5981
ACC,AMM,2169
ACC,AMS,6964
ACC,APL,277
ACC,ARN,147
ACC,ASB,969
ACC,ASM,264
ACC,ASR,258
ACC,ASW,134
ACC,ATH,652
ACC,ATL,5310
ACC,ATQ,3777
ACC,ATZ,191
ACC,AUA,215
ACC,AUH,531
ACC,AWZ,221
ACC,AYT,969
ACC,BAQ,141
ACC,BAV,630
ACC,BAX,431
ACC,BBU,201
ACC,BCN,677
ACC,BEG,1032
ACC,BEL,1736
ACC,BEW,281
ACC,BEY,1870
ACC,BFN,150
ACC,BFS,414
ACC,BGW,1365
ACC,BGY,121
ACC,BHD,138
ACC,BHX,190
ACC,BHY,987
ACC,BJM,204
ACC,BKK,2147
ACC,BKO,3567
ACC,BLQ,356
ACC,BLR,555
ACC,BLZ,208
ACC,BND,1255
ACC,BNI,626
ACC,BOD,283
ACC,BOG,492
ACC,BOJ,174
ACC,BOM,2652
ACC,BOY,731
ACC,BRI,330
ACC,BRU,231
ACC,BTS,137
ACC,BUD,518
ACC,BZV,1388
ACC,CAG,150
ACC,CAI,31229
ACC,CAN,217
ACC,CBQ,366
ACC,CCJ,7332
ACC,CCS,295
ACC,CCU,623
ACC,CDG,1505
ACC,CEK,229
ACC,CGK,376
ACC,CGN,201
ACC,CGP,434
ACC,CKY,1118
ACC,CLJ,265
ACC,CLO,174
ACC,CMB,317
ACC,CMN,8130
ACC,CNX,262
ACC,COO,3567
ACC,COR,174
ACC,CPH,326
ACC,CPT,366
ACC,CRL,307
ACC,CTA,497
ACC,CTG,321
ACC,CTU,337
ACC,CUN,239
ACC,DAC,383
ACC,DAM,2002
ACC,DAR,1641
ACC,DEL,1975
ACC,DEN,103
ACC,DKR,32976
ACC,DLA,1418
ACC,DME,320
ACC,DMK,114
ACC,DMM,322
ACC,DOH,733
ACC,DOK,1791
ACC,DRS,275
ACC,DTW,157
ACC,DUB,243
ACC,DUR,2163
ACC,DUS,9903
ACC,DXB,18437
ACC,DYU,154
ACC,EDI,155
ACC,EDL,140
ACC,EIN,165
ACC,ELS,248
ACC,EMA,170
ACC,ENU,1189
ACC,ESB,769
ACC,EVN,3993
ACC,EZE,544
ACC,FBM,1221
ACC,FCO,14016
ACC,FEZ,1348
ACC,FIH,2020
ACC,FKI,711
ACC,FNA,15267
ACC,FOR,774
ACC,FRA,11592
ACC,FRL,139
ACC,FRU,3777
ACC,GAU,429
ACC,GBE,101
ACC,GDN,255
ACC,GDQ,326
ACC,GIG,508
ACC,GLA,307
ACC,GOI,3777
ACC,GOM,287
ACC,GOT,332
ACC,GRU,1100
ACC,GRZ,125
ACC,GUA,2289
ACC,GVA,289
ACC,GYD,832
ACC,GYE,1154
ACC,HAJ,360
ACC,HAM,492
ACC,HAN,321
ACC,HAV,127
ACC,HBE,603
ACC,HEL,124
ACC,HER,420
ACC,HGA,126
ACC,HKG,549
ACC,HOD,134
ACC,HRE,1418
ACC,HRG,871
ACC,HYD,432
ACC,IAD,118
ACC,IAH,138
ACC,ICN,393
ACC,IFN,1086
ACC,IKA,844
ACC,INC,620
ACC,INN,115
ACC,ISB,468
ACC,IST,1662
ACC,IXE,170
ACC,JAI,3777
ACC,JED,1069
ACC,JFK,6296
ACC,JIB,2517
ACC,JIJ,103
ACC,JIM,223
ACC,JJN,578
ACC,JNB,37706
ACC,JOS,349
ACC,JRO,336
ACC,KAD,847
ACC,KAN,903
ACC,KBL,16030
ACC,KBP,1753
ACC,KCH,674
ACC,KEF,191
ACC,KGA,187
ACC,KGL,531
ACC,KHI,374
ACC,KIN,1521
ACC,KIS,354
ACC,KIV,1736
ACC,KIX,151
ACC,KRK,536
ACC,KRT,1161
ACC,KTM,243
ACC,KTW,184
ACC,KUF,142
ACC,KUL,688
ACC,KZN,190
ACC,LAD,1331
ACC,LAX,236
ACC,LBA,427
ACC,LBD,556
ACC,LCY,382
ACC,LED,741
ACC,LEI,121
ACC,LEJ,149
ACC,LGW,25353
ACC,LHE,1928
ACC,LHR,37444
ACC,LIG,112
ACC,LIM,478
ACC,LIN,215
ACC,LIR,709
ACC,LIS,634
ACC,LJU,173
ACC,LKO,361
ACC,LLW,564
ACC,LNZ,221
ACC,LOS,33568
ACC,LPA,181
ACC,LPB,516
ACC,LPL,117
ACC,LRM,1295
ACC,LTN,107
ACC,LUN,5903
ACC,LWO,603
ACC,LXR,1149
ACC,LYG,535
ACC,LYP,312
ACC,LYS,129
ACC,MAA,429
ACC,MAD,679
ACC,MAN,316
ACC,MAO,719
ACC,MBA,1711
ACC,MCZ,226
ACC,MDE,1105
ACC,MDK,134
ACC,MES,340
ACC,MEX,653
ACC,MGA,187
ACC,MGQ,156
ACC,MJM,200
ACC,MLA,1932
ACC,MLE,324
ACC,MLW,1055
ACC,MNL,632
ACC,MPL,122
ACC,MPM,6774
ACC,MRS,309
ACC,MSQ,665
ACC,MTY,169
ACC,MUC,745
ACC,MWZ,711
ACC,MXP,553
ACC,NAP,898
ACC,NAT,312
ACC,NBO,46956
ACC,NCE,384
ACC,NCL,357
ACC,NDR,1148
ACC,NIM,548
ACC,NKC,260
ACC,NKG,179
ACC,NLA,298
ACC,NRT,384
ACC,NSI,309
ACC,NTE,166
ACC,NUE,114
ACC,ODS,2698
ACC,OPO,496
ACC,ORK,221
ACC,ORN,494
ACC,ORY,445
ACC,OTP,1868
ACC,OUA,12506
ACC,OUD,121
ACC,OVB,261
ACC,PAP,5821
ACC,PEK,1795
ACC,PEN,264
ACC,PEW,3777
ACC,PHC,2653
ACC,PHG,824
ACC,PLZ,384
ACC,PMI,263
ACC,PMO,259
ACC,PNH,2217
ACC,PNQ,3777
ACC,PNR,432
ACC,POL,148
ACC,POP,1216
ACC,POZ,139
ACC,PRG,1237
ACC,PTY,315
ACC,PVG,598
ACC,PVR,113
ACC,QOW,737
ACC,QRW,430
ACC,RAI,4692
ACC,RAK,933
ACC,RBA,161
ACC,REC,288
ACC,REP,1230
ACC,RIX,610
ACC,ROB,19277
ACC,ROV,272
ACC,RUH,1034
ACC,RUN,259
ACC,RZE,489
ACC,SAP,1509
ACC,SAW,737
ACC,SCL,461
ACC,SCO,298
ACC,SDQ,227
ACC,SFO,147
ACC,SGN,235
ACC,SHJ,444
ACC,SIN,2177
ACC,SIP,2069
ACC,SJJ,442
ACC,SJO,470
ACC,SJU,205
ACC,SKG,1598
ACC,SKO,285
ACC,SOF,1874
ACC,SPU,789
ACC,SSA,258
ACC,STI,125
ACC,STN,193
ACC,STR,195
ACC,SUB,504
ACC,SVO,715
ACC,SVQ,397
ACC,SVX,299
ACC,SWA,331
ACC,SXB,226
ACC,SXF,471
ACC,SYZ,1801
ACC,SZG,407
ACC,TAS,1146
ACC,TBS,541
ACC,TBZ,3501
ACC,TFS,201
ACC,TGD,442
ACC,TGU,105
ACC,TIA,629
ACC,TIP,7916
ACC,TLL,254
ACC,TLS,513
ACC,TLV,1418
ACC,TML,17986
ACC,TNG,186
ACC,TNR,493
ACC,TPE,166
ACC,TRD,116
ACC,TRN,255
ACC,TRV,7255
ACC,TRZ,147
ACC,TSE,227
ACC,TSF,127
ACC,TSR,243
ACC,TXL,743
ACC,UET,175
ACC,UFA,146
ACC,UIO,1571
ACC,ULN,817
ACC,UPG,1072
ACC,URC,288
ACC,VAR,442
ACC,VCE,884
ACC,VIE,1111
ACC,VLC,1128
ACC,VNO,752
ACC,VRN,261
ACC,VTE,1235
ACC,VVI,375
ACC,WAW,353
ACC,WEH,512
ACC,WIL,455
ACC,WRO,221
ACC,WUS,127
ACC,XRY,126
ACC,XUZ,568
ACC,YCU,983
ACC,YHZ,192
ACC,YIH,987
ACC,YOW,159
ACC,YUL,207
ACC,YVR,137
ACC,YYC,215
ACC,YYZ,318
ACC,ZAG,531
ACC,ZNZ,715
ACC,ZRH,322
ACE,ABC,700
ACE,ABJ,371
ACE,ABV,2355
ACE,ABZ,155
ACE,ACC,507
ACE,ADA,432
ACE,ADB,320
ACE,ADD,198
ACE,ADE,206
ACE,AGA,461
ACE,AGP,1437
ACE,ALA,163
ACE,ALC,1122
ACE,ALG,429
ACE,ALY,206
ACE,AMD,2228
ACE,AMM,505
ACE,AMS,3570
ACE,ARN,636
ACE,ASB,256
ACE,ATH,577
ACE,ATL,351
ACE,ATQ,398
ACE,AUH,205
ACE,AYT,1139
ACE,BAV,128
ACE,BAX,105
ACE,BBU,660
ACE,BCN,87233
ACE,BEG,465
ACE,BEL,673
ACE,BEY,112
ACE,BFS,28760
ACE,BGW,655
ACE,BGY,604
ACE,BHD,298
ACE,BHX,30916
ACE,BHY,315
ACE,BIO,27061
ACE,BKK,1184
ACE,BKO,12309
ACE,BLK,141
ACE,BLQ,299
ACE,BOD,301
ACE,BOG,142
ACE,BOH,6410
ACE,BOJ,220
ACE,BOM,896
ACE,BRE,133
ACE,BRI,426
ACE,BRS,12373
ACE,BRU,1936
ACE,BTS,412
ACE,BUD,612
ACE,BVA,223
ACE,BZV,145
ACE,CAG,301
ACE,CAI,3748
ACE,CCJ,187
ACE,CDG,594
ACE,CGN,8361
ACE,CIA,604
ACE,CLJ,265
ACE,CLO,963
ACE,CMN,2161
ACE,COO,345
ACE,CPH,740
ACE,CRL,29484
ACE,CTA,396
ACE,CTU,195
ACE,CUN,220
ACE,CWL,7715
ACE,DAM,140
ACE,DEL,1549
ACE,DKR,483
ACE,DLA,1619
ACE,DME,496
ACE,DOH,269
ACE,DOK,1110
ACE,DRS,3999
ACE,DTM,139
ACE,DUB,48546
ACE,DUS,26937
ACE,DXB,549
ACE,EDI,19845
ACE,EIN,176
ACE,EMA,47198
ACE,ERF,1581
ACE,ESB,427
ACE,EVN,561
ACE,EWR,183
ACE,EXT,7419
ACE,FCO,851
ACE,FEZ,773
ACE,FIH,681
ACE,FLR,102
ACE,FMO,5766
ACE,FRA,26322
ACE,FRU,332
ACE,GAU,123
ACE,GDN,420
ACE,GLA,14848
ACE,GNB,185
ACE,GOI,2013
ACE,GOT,308
ACE,GRU,341
ACE,GRZ,166
ACE,GSE,162
ACE,GUA,514
ACE,GVA,695
ACE,GYD,158
ACE,GYE,463
ACE,HAJ,12351
ACE,HAM,18106
ACE,HEL,421
ACE,HER,581
ACE,HKG,197
ACE,HRE,5618
ACE,HRG,277
ACE,IAD,177
ACE,ICN,172
ACE,IKA,299
ACE,INC,123
ACE,INN,265
ACE,ISB,224
ACE,IST,1404
ACE,JAI,254
ACE,JFK,289
ACE,JIB,517
ACE,JNB,318
ACE,KBL,1992
ACE,KBP,1738
ACE,KEF,343
ACE,KIN,346
ACE,KIV,1761
ACE,KRK,833
ACE,KTW,318
ACE,KUL,179
ACE,KUN,123
ACE,LAX,242
ACE,LBA,23802
ACE,LBC,137
ACE,LBD,560
ACE,LCG,130
ACE,LCJ,128
ACE,LCY,263
ACE,LED,1000
ACE,LEI,243
ACE,LEJ,5859
ACE,LFW,229
ACE,LGW,68940
ACE,LHE,280
ACE,LHR,1571
ACE,LIG,245
ACE,LIN,233
ACE,LIS,848
ACE,LJU,151
ACE,LNZ,212
ACE,LOS,311
ACE,LPA,25465
ACE,LPB,120
ACE,LPL,36992
ACE,LRM,1964
ACE,LTN,57920
ACE,LUN,1150
ACE,LWO,920
ACE,LXR,439
ACE,LYS,475
ACE,MAD,96276
ACE,MAN,25534
ACE,MBA,695
ACE,MCO,143
ACE,MEX,368
ACE,MJV,417
ACE,MLA,1361
ACE,MNL,194
ACE,MPL,125
ACE,MPM,646
ACE,MRS,355
ACE,MSQ,140
ACE,MUC,13730
ACE,MVD,254
ACE,MXP,1335
ACE,NAP,753
ACE,NBO,415
ACE,NCE,743
ACE,NCL,22822
ACE,NDR,964
ACE,NRN,19656
ACE,NRT,157
ACE,NTE,163
ACE,NUE,20329
ACE,NYO,108
ACE,ODS,1017
ACE,OPO,388
ACE,ORD,116
ACE,ORK,17226
ACE,ORN,976
ACE,ORY,795
ACE,OTP,743
ACE,OUA,225
ACE,OVD,17484
ACE,PAD,7626
ACE,PAP,654
ACE,PEK,989
ACE,PEW,567
ACE,PHL,112
ACE,PIK,14742
ACE,PMO,231
ACE,PNH,599
ACE,PNQ,1035
ACE,POP,100
ACE,POZ,223
ACE,PRG,1970
ACE,PVG,283
ACE,RAI,338
ACE,RAK,773
ACE,REP,503
ACE,REU,158
ACE,RIX,1278
ACE,ROB,100
ACE,RUH,154
ACE,RZE,578
ACE,SAP,153
ACE,SAW,560
ACE,SDR,188
ACE,SFO,162
ACE,SIN,1027
ACE,SIP,914
ACE,SJJ,703
ACE,SKG,800
ACE,SOF,1211
ACE,SPU,327
ACE,SSA,110
ACE,STN,41124
ACE,STR,16140
ACE,SVO,842
ACE,SVQ,4750
ACE,SVX,120
ACE,SXB,109
ACE,SXF,4185
ACE,SZG,587
ACE,TAS,191
ACE,TBS,227
ACE,TFN,29167
ACE,TFS,2452
ACE,TGD,1094
ACE,TIA,329
ACE,TIP,589
ACE,TLL,191
ACE,TLS,404
ACE,TLV,1789
ACE,TNG,124
ACE,TRD,150
ACE,TRN,461
ACE,TRV,197
ACE,TSF,322
ACE,TSR,237
ACE,TXL,10377
ACE,UIO,294
ACE,ULN,408
ACE,UPG,110
ACE,VAR,1632
ACE,VCE,594
ACE,VGO,128
ACE,VIE,6678
ACE,VKO,107
ACE,VLC,833
ACE,VLL,119
ACE,VNO,563
ACE,VRN,131
ACE,VTE,503
ACE,VVI,1217
ACE,WAW,506
ACE,WIL,442
ACE,WRO,455
ACE,XRY,214
ACE,YCU,262
ACE,YIH,273
ACE,YUL,209
ACE,YVR,110
ACE,YYZ,409
ACE,ZAG,334
ACE,ZAZ,5555
ACE,ZRH,14853
ACT,ACA,103
ACT,DCA,158
ACT,DEN,115
ACT,IAH,13087
ACT,LAX,115
ACT,LIR,112
ACT,MCO,146
ACT,MEX,216
ACT,PHX,162
ACT,RDU,100
ACT,SAN,111
ACT,TPA,118
ACX,BAV,341
ACX,BHY,717
ACX,BKK,147
ACX,CAN,269
ACX,CGO,338
ACX,CKG,1458
ACX,CSX,557
ACX,CTU,6525
ACX,DEL,181
ACX,FOC,764
ACX,HAK,659
ACX,HFE,1004
ACX,HGH,631
ACX,HKG,172
ACX,HRB,103
ACX,INC,132
ACX,JJN,342
ACX,KHN,1178
ACX,KMG,1060
ACX,KWE,8600
ACX,KWL,520
ACX,LHW,133
ACX,LYG,250
ACX,MDL,416
ACX,MNL,226
ACX,NGB,317
ACX,NKG,719
ACX,NNG,843
ACX,PEK,1750
ACX,PVG,110
ACX,SHA,639
ACX,SIN,338
ACX,SWA,263
ACX,SYX,1224
ACX,SZX,358
ACX,TPE,338
ACX,TYN,338
ACX,VTE,101
ACX,WNZ,698
ACX,WUH,1547
ACX,XIY,1981
ACX,XMN,338
ACX,XUZ,338
ACX,YCU,653
ACX,YIH,689
ACZ,BGW,381
ACZ,PEW,105
ACZ,THR,570
ADA,ACC,442
ADA,ACE,432
ADA,ADB,65678
ADA,ADD,809
ADA,AGA,497
ADA,AGP,395
ADA,ALA,811
ADA,ALC,212
ADA,ALG,469
ADA,AMM,313
ADA,AMS,529
ADA,ARN,535
ADA,ATH,303
ADA,ATL,286
ADA,AUH,455
ADA,AYT,36868
ADA,BAL,106
ADA,BBU,270
ADA,BCN,332
ADA,BEG,640
ADA,BEY,231
ADA,BFS,239
ADA,BGO,131
ADA,BGY,170
ADA,BHX,219
ADA,BIO,259
ADA,BKK,2216
ADA,BLQ,334
ADA,BLR,319
ADA,BOM,2928
ADA,BRE,237
ADA,BRI,375
ADA,BRU,282
ADA,BTS,220
ADA,BUD,348
ADA,CAG,164
ADA,CAI,1031
ADA,CAN,281
ADA,CCS,150
ADA,CCU,388
ADA,CDG,588
ADA,CGN,410
ADA,CIA,210
ADA,CLJ,304
ADA,CMB,137
ADA,CMN,1962
ADA,CPH,386
ADA,CPT,213
ADA,CTA,395
ADA,CUN,223
ADA,DAM,158
ADA,DEL,3879
ADA,DIY,310
ADA,DKR,347
ADA,DME,430
ADA,DMM,236
ADA,DOH,638
ADA,DRS,488
ADA,DTM,271
ADA,DUB,1565
ADA,DUS,9610
ADA,DXB,650
ADA,DYU,280
ADA,EDI,228
ADA,EIN,207
ADA,EMA,169
ADA,ERZ,134
ADA,ESB,93250
ADA,EVN,496
ADA,EWR,102
ADA,EZE,203
ADA,EZS,148
ADA,FCO,372
ADA,FLR,129
ADA,FMO,236
ADA,FRA,4030
ADA,GDN,405
ADA,GLA,268
ADA,GOT,361
ADA,GRU,653
ADA,GRZ,463
ADA,GVA,221
ADA,GYD,742
ADA,HAJ,703
ADA,HAM,774
ADA,HAN,398
ADA,HAV,262
ADA,HEL,248
ADA,HER,240
ADA,HKG,687
ADA,HRG,352
ADA,HYD,243
ADA,IAD,139
ADA,IAH,133
ADA,ICN,386
ADA,IKA,873
ADA,INN,126
ADA,ISB,294
ADA,IST,124536
ADA,JED,394
ADA,JFK,313
ADA,JNB,716
ADA,KBP,1406
ADA,KEF,506
ADA,KHI,218
ADA,KIX,237
ADA,KRK,770
ADA,KRR,152
ADA,KRT,257
ADA,KTW,544
ADA,KUF,187
ADA,KUL,982
ADA,LAD,299
ADA,LAX,520
ADA,LBA,152
ADA,LCY,378
ADA,LED,910
ADA,LEJ,346
ADA,LGW,435
ADA,LHE,123
ADA,LHR,713
ADA,LIN,171
ADA,LIS,345
ADA,LJU,267
ADA,LOS,746
ADA,LPA,248
ADA,LTN,148
ADA,LXR,189
ADA,LYS,475
ADA,MAA,254
ADA,MAD,472
ADA,MAN,179
ADA,MBA,216
ADA,MCO,151
ADA,MCX,109
ADA,MEX,251
ADA,MLA,858
ADA,MLE,247
ADA,MLX,115
ADA,MRS,187
ADA,MSQ,682
ADA,MSR,100
ADA,MUC,1705
ADA,MXP,775
ADA,NAP,541
ADA,NBO,559
ADA,NCE,390
ADA,NCL,186
ADA,NGO,133
ADA,NKG,359
ADA,NRN,172
ADA,NRT,446
ADA,NUE,531
ADA,OPO,245
ADA,ORD,218
ADA,ORK,177
ADA,ORY,248
ADA,OTP,610
ADA,OVB,293
ADA,PAD,143
ADA,PEK,2129
ADA,PIK,159
ADA,PMI,398
ADA,PMO,297
ADA,POZ,295
ADA,PRG,1342
ADA,PVG,938
ADA,RIX,1429
ADA,ROV,339
ADA,RUH,507
ADA,SAW,143200
ADA,SDQ,126
ADA,SFO,376
ADA,SGN,365
ADA,SHJ,206
ADA,SIN,3599
ADA,SKG,581
ADA,SOF,723
ADA,SOU,102
ADA,SPU,378
ADA,SSA,186
ADA,STN,4248
ADA,STR,410
ADA,SVO,740
ADA,SVQ,151
ADA,SVX,514
ADA,SXF,2300
ADA,SZF,223
ADA,SZG,357
ADA,TAS,898
ADA,TBS,346
ADA,TFS,288
ADA,TIA,736
ADA,TIP,378
ADA,TLL,278
ADA,TLS,210
ADA,TLV,801
ADA,TPE,347
ADA,TRD,118
ADA,TRN,579
ADA,TSE,290
ADA,TSF,131
ADA,TSR,288
ADA,TXL,850
ADA,TZX,13624
ADA,VAN,255
ADA,VCE,464
ADA,VIE,1269
ADA,VLC,377
ADA,VNO,596
ADA,VRN,154
ADA,WAW,294
ADA,WRO,434
ADA,YEG,145
ADA,YOW,112
ADA,YUL,104
ADA,YYC,260
ADA,YYZ,260
ADA,ZAG,415
ADA,ZRH,515
ADB,ABJ,183
ADB,ABV,2680
ADB,ACC,468
ADB,ACE,320
ADB,ADA,65678
ADB,ADD,485
ADB,ADE,284
ADB,AGA,358
ADB,AGP,263
ADB,ALA,388
ADB,ALC,149
ADB,ALG,229
ADB,ALP,236
ADB,ALY,1696
ADB,AMD,3172
ADB,AMM,406
ADB,AMS,24070
ADB,ARN,4914
ADB,ASB,347
ADB,ASR,235
ADB,ATH,22983
ADB,ATL,155
ADB,ATQ,2803
ADB,AUH,169
ADB,AYT,1106
ADB,BAL,119
ADB,BAV,102
ADB,BBU,228
ADB,BCN,309
ADB,BEG,350
ADB,BEL,462
ADB,BEY,422
ADB,BFS,155
ADB,BGW,1210
ADB,BHY,265
ADB,BKK,1125
ADB,BKO,3382
ADB,BLQ,154
ADB,BLR,161
ADB,BOD,104
ADB,BOM,1015
ADB,BRI,171
ADB,BRU,254
ADB,BUD,251
ADB,BZV,899
ADB,CAG,166
ADB,CAI,1555
ADB,CCJ,165
ADB,CCU,106
ADB,CDG,5270
ADB,CGN,21818
ADB,CLJ,134
ADB,CMN,740
ADB,COO,2716
ADB,CPH,273
ADB,CTA,219
ADB,CTU,146
ADB,DAM,394
ADB,DAR,100
ADB,DEL,1704
ADB,DIY,27379
ADB,DKR,157
ADB,DLA,3222
ADB,DME,233
ADB,DMM,118
ADB,DOH,278
ADB,DOK,1724
ADB,DRS,220
ADB,DUB,402
ADB,DUS,15377
ADB,DXB,349
ADB,DYU,130
ADB,EDI,122
ADB,EMA,101
ADB,ERF,132
ADB,ERZ,137
ADB,ESB,46374
ADB,EVN,1534
ADB,EZS,13624
ADB,FCO,248
ADB,FEZ,157
ADB,FIH,1666
ADB,FRA,23735
ADB,FRU,4983
ADB,GAU,101
ADB,GDN,185
ADB,GNY,148
ADB,GOI,989
ADB,GOT,213
ADB,GRU,165
ADB,GRZ,140
ADB,GVA,176
ADB,GYD,207
ADB,GZT,559
ADB,HAJ,24381
ADB,HAM,424
ADB,HAN,166
ADB,HEL,198
ADB,HER,196
ADB,HKG,231
ADB,HRE,989
ADB,HRG,378
ADB,HRK,113
ADB,HTY,196
ADB,ICN,169
ADB,IKA,336
ADB,INN,135
ADB,ISB,217
ADB,IST,63688
ADB,JAI,213
ADB,JED,163
ADB,JFK,157
ADB,JIB,561
ADB,JNB,233
ADB,KBL,3606
ADB,KBP,720
ADB,KEF,334
ADB,KHI,125
ADB,KIN,376
ADB,KIV,1837
ADB,KRK,342
ADB,KRR,110
ADB,KRT,102
ADB,KTW,141
ADB,KUL,250
ADB,KZN,402
ADB,LAD,147
ADB,LAX,191
ADB,LBA,110
ADB,LBD,605
ADB,LCY,117
ADB,LED,561
ADB,LEJ,150
ADB,LFW,1734
ADB,LGW,25156
ADB,LHE,430
ADB,LHR,15362
ADB,LIN,142
ADB,LIS,229
ADB,LJU,126
ADB,LNZ,193
ADB,LOS,416
ADB,LPA,139
ADB,LRM,630
ADB,LTN,128
ADB,LUN,1163
ADB,LWO,574
ADB,LXR,379
ADB,LYS,157
ADB,MAD,467
ADB,MAN,136
ADB,MBA,1117
ADB,MCX,161
ADB,MEX,149
ADB,MLA,491
ADB,MLE,106
ADB,MLX,168
ADB,MNL,135
ADB,MPM,646
ADB,MRS,124
ADB,MSQ,305
ADB,MSR,107
ADB,MUC,30294
ADB,MXP,353
ADB,NAP,363
ADB,NBO,756
ADB,NCE,186
ADB,NCL,103
ADB,NDR,616
ADB,NRN,102
ADB,NRT,159
ADB,NUE,15687
ADB,ODS,1594
ADB,OPO,172
ADB,ORN,207
ADB,ORY,108
ADB,OTP,367
ADB,OUA,1694
ADB,PAP,661
ADB,PEK,808
ADB,PEW,567
ADB,PMI,259
ADB,PMO,136
ADB,PNH,538
ADB,PNQ,2333
ADB,POP,476
ADB,PRG,547
ADB,PVG,326
ADB,RAI,1754
ADB,RAK,281
ADB,REP,446
ADB,RIX,540
ADB,ROV,130
ADB,RUH,235
ADB,RUN,111
ADB,RZE,255
ADB,SAW,40042
ADB,SFO,131
ADB,SGN,117
ADB,SHJ,104
ADB,SIN,1088
ADB,SIP,1397
ADB,SJJ,512
ADB,SKG,603
ADB,SOF,446
ADB,SPU,369
ADB,STN,11999
ADB,STR,25193
ADB,SVO,503
ADB,SVX,137
ADB,SXF,65039
ADB,SZF,21720
ADB,SZG,193
ADB,TAS,679
ADB,TBS,330
ADB,TBZ,1897
ADB,TFS,204
ADB,TGD,207
ADB,TIA,368
ADB,TIP,460
ADB,TLL,154
ADB,TLS,129
ADB,TLV,827
ADB,TNG,118
ADB,TPE,119
ADB,TRD,119
ADB,TRN,176
ADB,TRV,170
ADB,TSE,119
ADB,TSF,102
ADB,TSR,166
ADB,TXL,416
ADB,TZX,201
ADB,UFA,398
ADB,ULN,517
ADB,UPG,114
ADB,VAN,322
ADB,VAR,621
ADB,VCE,297
ADB,VIE,17577
ADB,VLC,298
ADB,VNO,374
ADB,VRN,109
ADB,VTE,445
ADB,WAW,217
ADB,WIL,510
ADB,WRO,135
ADB,XRY,117
ADB,YCU,226
ADB,YIH,274
ADB,YYZ,115
ADB,ZAG,222
ADB,ZNZ,314
ADB,ZRH,16443
ADD,ABJ,3567
ADD,ABV,20758
ADD,ACA,143
ADD,ACC,36060
ADD,ACE,198
ADD,ADA,809
ADD,ADB,485
ADD,ADE,2369
ADD,AGA,1359
ADD,AGP,379
ADD,AGR,461
ADD,AHB,503
ADD,AJN,112
ADD,AKR,286
ADD,ALA,3799
ADD,ALC,128
ADD,ALG,2369
ADD,ALP,2369
ADD,ALY,2369
ADD,AMD,30221
ADD,AMM,60255
ADD,AMS,752
ADD,APL,318
ADD,ARK,340
ADD,ARN,284
ADD,ASB,2539
ADD,ASM,699
ADD,ASR,349
ADD,ASW,409
ADD,ATH,1308
ADD,ATL,214
ADD,ATQ,5605
ADD,ATZ,1031
ADD,AUH,2376
ADD,AWZ,709
ADD,AYT,1378
ADD,BAL,141
ADD,BAV,711
ADD,BAX,372
ADD,BBI,1960
ADD,BBU,558
ADD,BCM,120
ADD,BCN,658
ADD,BDQ,1399
ADD,BEG,1891
ADD,BEL,1685
ADD,BEN,100
ADD,BEW,584
ADD,BEY,46662
ADD,BFN,280
ADD,BFS,428
ADD,BGF,191
ADD,BGW,2369
ADD,BGY,125
ADD,BHO,2115
ADD,BHU,223
ADD,BHX,225
ADD,BHY,3030
ADD,BJM,651
ADD,BKK,101990
ADD,BKO,27760
ADD,BLQ,668
ADD,BLR,721
ADD,BLZ,1163
ADD,BND,1664
ADD,BNE,182
ADD,BNI,842
ADD,BOD,242
ADD,BOG,337
ADD,BOJ,150
ADD,BOM,67455
